Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Rural,Low,Bosnia and Herzegovina,US$,Food and Beverages,216.633210873
Rural,Low,Bosnia and Herzegovina,$PPP,Food and Beverages,355.124586525
Rural,Low,Bosnia and Herzegovina,Local Currency,Food and Beverages,319.967252459
Rural,All,Bosnia and Herzegovina,US$,Food and Beverages,2481.504990881
Rural,All,Bosnia and Herzegovina,$PPP,Food and Beverages,4067.905517793
Rural,All,Bosnia and Herzegovina,Local Currency,Food and Beverages,3665.182871531
Urban,Higher,Bosnia and Herzegovina,US$,Food and Beverages,1977.020470248
Urban,Higher,Bosnia and Herzegovina,$PPP,Food and Beverages,3240.909250339
Urban,Higher,Bosnia and Herzegovina,Local Currency,Food and Beverages,2920.059234556
Urban,Middle,Bosnia and Herzegovina,US$,Food and Beverages,1201.861257988
Urban,Middle,Bosnia and Herzegovina,$PPP,Food and Beverages,1970.198754771
Urban,Middle,Bosnia and Herzegovina,Local Currency,Food and Beverages,1775.149078049
Urban,Lowest,Bosnia and Herzegovina,US$,Food and Beverages,1.423281936
Urban,Lowest,Bosnia and Herzegovina,$PPP,Food and Beverages,2.333171386
Urban,Lowest,Bosnia and Herzegovina,Local Currency,Food and Beverages,2.102187419
Urban,Low,Bosnia and Herzegovina,US$,Food and Beverages,85.792186582
Urban,Low,Bosnia and Herzegovina,$PPP,Food and Beverages,140.638245929
Urban,Low,Bosnia and Herzegovina,Local Currency,Food and Beverages,126.715059582
Urban,All,Bosnia and Herzegovina,US$,Food and Beverages,3266.097195970
Urban,All,Bosnia and Herzegovina,$PPP,Food and Beverages,5354.079421140
Urban,All,Bosnia and Herzegovina,Local Currency,Food and Beverages,4824.025558447
National,Higher,Brazil,US$,Food and Beverages,46416.919850865
National,Higher,Brazil,$PPP,Food and Beverages,46154.529122483
National,Higher,Brazil,Local Currency,Food and Beverages,81647.362017672
National,Middle,Brazil,US$,Food and Beverages,76726.341673068
National,Middle,Brazil,$PPP,Food and Beverages,76292.614473108
National,Middle,Brazil,Local Currency,Food and Beverages,134961.635002927
National,Lowest,Brazil,US$,Food and Beverages,11947.533498728
National,Lowest,Brazil,$PPP,Food and Beverages,11879.995152212
National,Lowest,Brazil,Local Currency,Food and Beverages,21015.711424262
National,Low,Brazil,US$,Food and Beverages,57085.117957500
National,Low,Brazil,$PPP,Food and Beverages,56762.420852031
National,Low,Brazil,Local Currency,Food and Beverages,100412.722487242
National,All,Brazil,US$,Food and Beverages,192175.912979671
National,All,Brazil,$PPP,Food and Beverages,191089.559599345
National,All,Brazil,Local Currency,Food and Beverages,338037.430931241
Rural,Higher,Brazil,US$,Food and Beverages,3223.927345099
Rural,Higher,Brazil,$PPP,Food and Beverages,3205.702769943
Rural,Higher,Brazil,Local Currency,Food and Beverages,5670.888200029
Rural,Middle,Brazil,US$,Food and Beverages,7470.121741816
Rural,Middle,Brazil,$PPP,Food and Beverages,7427.893806588
Rural,Middle,Brazil,Local Currency,Food and Beverages,13139.944143854
Rural,Lowest,Brazil,US$,Food and Beverages,3422.635598732
Rural,Lowest,Brazil,$PPP,Food and Beverages,3403.287743454
Rural,Lowest,Brazil,Local Currency,Food and Beverages,6020.416018170
Rural,Low,Brazil,US$,Food and Beverages,9533.791830288
Rural,Low,Brazil,$PPP,Food and Beverages,9479.898151203
Rural,Low,Brazil,Local Currency,Food and Beverages,16769.939829477
Rural,All,Brazil,US$,Food and Beverages,23650.476515411
Rural,All,Brazil,$PPP,Food and Beverages,23516.782470665
Rural,All,Brazil,Local Currency,Food and Beverages,41601.188190607
Urban,Higher,Brazil,US$,Food and Beverages,43192.992505841
Urban,Higher,Brazil,$PPP,Food and Beverages,42948.826352614
Urban,Higher,Brazil,Local Currency,Food and Beverages,75976.473817774
Urban,Middle,Brazil,US$,Food and Beverages,69256.219931408
Urban,Middle,Brazil,$PPP,Food and Beverages,68864.720666675
Urban,Middle,Brazil,Local Currency,Food and Beverages,121821.690859347
Urban,Lowest,Brazil,US$,Food and Beverages,8524.897900224
Urban,Lowest,Brazil,$PPP,Food and Beverages,8476.707408985
Urban,Lowest,Brazil,Local Currency,Food and Beverages,14995.295406494
Urban,Low,Brazil,US$,Food and Beverages,47551.326127419
Urban,Low,Brazil,$PPP,Food and Beverages,47282.522701035
Urban,Low,Brazil,Local Currency,Food and Beverages,83642.782658131
Urban,All,Brazil,US$,Food and Beverages,168525.436464415
Urban,All,Brazil,$PPP,Food and Beverages,167572.777128833
Urban,All,Brazil,Local Currency,Food and Beverages,296436.242740905
National,Higher,Bulgaria,US$,Food and Beverages,1368.273689786
National,Higher,Bulgaria,$PPP,Food and Beverages,2491.911516417
National,Higher,Bulgaria,Local Currency,Food and Beverages,2020.940239814
National,Middle,Bulgaria,US$,Food and Beverages,5884.825082547
National,Middle,Bulgaria,$PPP,Food and Beverages,10717.492782888
National,Middle,Bulgaria,Local Currency,Food and Beverages,8691.886646922
National,Lowest,Bulgaria,US$,Food and Beverages,35.742292545
National,Lowest,Bulgaria,$PPP,Food and Beverages,65.094162873
National,Lowest,Bulgaria,Local Currency,Food and Beverages,52.791366090
National,Low,Bulgaria,US$,Food and Beverages,1199.788236369
National,Low,Bulgaria,$PPP,Food and Beverages,2185.064395952
National,Low,Bulgaria,Local Currency,Food and Beverages,1772.087225117
National,All,Bulgaria,US$,Food and Beverages,8488.629300341
National,All,Bulgaria,$PPP,Food and Beverages,15459.562856479
National,All,Bulgaria,Local Currency,Food and Beverages,12537.705476604
Rural,Higher,Bulgaria,US$,Food and Beverages,115.176751394
Rural,Higher,Bulgaria,$PPP,Food and Beverages,209.760865363
Rural,Higher,Bulgaria,Local Currency,Food and Beverages,170.116061809
Rural,Middle,Bulgaria,US$,Food and Beverages,1545.994855175
Rural,Middle,Bulgaria,$PPP,Food and Beverages,2815.578792964
Rural,Middle,Bulgaria,Local Currency,Food and Beverages,2283.434401094
Rural,Lowest,Bulgaria,US$,Food and Beverages,14.575415107
Rural,Lowest,Bulgaria,$PPP,Food and Beverages,26.544868204
Rural,Lowest,Bulgaria,Local Currency,Food and Beverages,21.527888113
Rural,Low,Bulgaria,US$,Food and Beverages,570.870643948
Rural,Low,Bulgaria,$PPP,Food and Beverages,1039.674403344
Rural,Low,Bulgaria,Local Currency,Food and Beverages,843.175941112
Rural,All,Bulgaria,US$,Food and Beverages,2246.617664643
Rural,All,Bulgaria,$PPP,Food and Beverages,4091.558928085
Rural,All,Bulgaria,Local Currency,Food and Beverages,3318.254290677
Urban,Higher,Bulgaria,US$,Food and Beverages,1253.096938637
Urban,Higher,Bulgaria,$PPP,Food and Beverages,2282.150651501
Urban,Higher,Bulgaria,Local Currency,Food and Beverages,1850.824178367
Urban,Middle,Bulgaria,US$,Food and Beverages,4338.830227673
Urban,Middle,Bulgaria,$PPP,Food and Beverages,7901.913990472
Urban,Middle,Bulgaria,Local Currency,Food and Beverages,6408.452246273
Urban,Lowest,Bulgaria,US$,Food and Beverages,21.166877811
Urban,Lowest,Bulgaria,$PPP,Food and Beverages,38.549295347
Urban,Lowest,Bulgaria,Local Currency,Food and Beverages,31.263478526
Urban,Low,Bulgaria,US$,Food and Beverages,628.917592746
Urban,Low,Bulgaria,$PPP,Food and Beverages,1145.389993201
Urban,Low,Bulgaria,Local Currency,Food and Beverages,928.911284486
Urban,All,Bulgaria,US$,Food and Beverages,6242.011636003
Urban,All,Bulgaria,$PPP,Food and Beverages,11368.003928948
Urban,All,Bulgaria,Local Currency,Food and Beverages,9219.451186377
National,Higher,Burkina Faso,US$,Food and Beverages,0.752180096
National,Higher,Burkina Faso,$PPP,Food and Beverages,1.491546092
National,Higher,Burkina Faso,Local Currency,Food and Beverages,372.537501176
National,Middle,Burkina Faso,US$,Food and Beverages,32.512990193
National,Middle,Burkina Faso,$PPP,Food and Beverages,64.472090852
National,Middle,Burkina Faso,Local Currency,Food and Beverages,16102.936243664
National,Lowest,Burkina Faso,US$,Food and Beverages,1641.069090427
National,Lowest,Burkina Faso,$PPP,Food and Beverages,3254.181017030
National,Lowest,Burkina Faso,Local Currency,Food and Beverages,812783.775899562
National,Low,Burkina Faso,US$,Food and Beverages,262.739321092
National,Low,Burkina Faso,$PPP,Food and Beverages,521.002629391
National,Low,Burkina Faso,Local Currency,Food and Beverages,130128.742732486
National,All,Burkina Faso,US$,Food and Beverages,1937.073581806
National,All,Burkina Faso,$PPP,Food and Beverages,3841.147283362
National,All,Burkina Faso,Local Currency,Food and Beverages,959387.992376283
Rural,Higher,Burkina Faso,US$,Food and Beverages,0
Rural,Higher,Burkina Faso,$PPP,Food and Beverages,0
Rural,Higher,Burkina Faso,Local Currency,Food and Beverages,0
Rural,Middle,Burkina Faso,US$,Food and Beverages,0.557423847
Rural,Middle,Burkina Faso,$PPP,Food and Beverages,1.105351452
Rural,Middle,Burkina Faso,Local Currency,Food and Beverages,276.079210781
Rural,Lowest,Burkina Faso,US$,Food and Beverages,1226.882308353
Rural,Lowest,Burkina Faso,$PPP,Food and Beverages,2432.863516389
Rural,Lowest,Burkina Faso,Local Currency,Food and Beverages,607646.589034342
Rural,Low,Burkina Faso,US$,Food and Beverages,39.947362706
Rural,Low,Burkina Faso,$PPP,Food and Beverages,79.214184312
Rural,Low,Burkina Faso,Local Currency,Food and Beverages,19785.009958984
Rural,All,Burkina Faso,US$,Food and Beverages,1267.387094906
Rural,All,Burkina Faso,$PPP,Food and Beverages,2513.183052152
Rural,All,Burkina Faso,Local Currency,Food and Beverages,627707.678203692
Urban,Higher,Burkina Faso,US$,Food and Beverages,0.752180096
Urban,Higher,Burkina Faso,$PPP,Food and Beverages,1.491546092
Urban,Higher,Burkina Faso,Local Currency,Food and Beverages,372.537501176
Urban,Middle,Burkina Faso,US$,Food and Beverages,31.955566346
Urban,Middle,Burkina Faso,$PPP,Food and Beverages,63.366739400
Urban,Middle,Burkina Faso,Local Currency,Food and Beverages,15826.857032965
Urban,Lowest,Burkina Faso,US$,Food and Beverages,414.186782075
Urban,Lowest,Burkina Faso,$PPP,Food and Beverages,821.317500643
Urban,Lowest,Burkina Faso,Local Currency,Food and Beverages,205137.186865663
Urban,Low,Burkina Faso,US$,Food and Beverages,222.791958387
Urban,Low,Burkina Faso,$PPP,Food and Beverages,441.788445080
Urban,Low,Burkina Faso,Local Currency,Food and Beverages,110343.732773821
Urban,All,Burkina Faso,US$,Food and Beverages,669.686486901
Urban,All,Burkina Faso,$PPP,Food and Beverages,1327.964231212
Urban,All,Burkina Faso,Local Currency,Food and Beverages,331680.314173006
National,Higher,Burundi,US$,Food and Beverages,0
National,Higher,Burundi,$PPP,Food and Beverages,0
National,Higher,Burundi,Local Currency,Food and Beverages,0
National,Middle,Burundi,US$,Food and Beverages,3.623227138
National,Middle,Burundi,$PPP,Food and Beverages,6.823112903
National,Middle,Burundi,Local Currency,Food and Beverages,4459.279553086
National,Lowest,Burundi,US$,Food and Beverages,951.089347048
National,Lowest,Burundi,$PPP,Food and Beverages,1791.052492446
National,Lowest,Burundi,Local Currency,Food and Beverages,1170551.31170042
National,Low,Burundi,US$,Food and Beverages,83.913183137
National,Low,Burundi,$PPP,Food and Beverages,158.021868579
National,Low,Burundi,Local Currency,Food and Beverages,103275.982319046
National,All,Burundi,US$,Food and Beverages,1038.625757321
National,All,Burundi,$PPP,Food and Beverages,1955.897473926
National,All,Burundi,Local Currency,Food and Beverages,1278286.57357169
Rural,Higher,Burundi,US$,Food and Beverages,0
Rural,Higher,Burundi,$PPP,Food and Beverages,0
Rural,Higher,Burundi,Local Currency,Food and Beverages,0
Rural,Middle,Burundi,US$,Food and Beverages,0
Rural,Middle,Burundi,$PPP,Food and Beverages,0
Rural,Middle,Burundi,Local Currency,Food and Beverages,0
Rural,Lowest,Burundi,US$,Food and Beverages,832.523048534
Rural,Lowest,Burundi,$PPP,Food and Beverages,1567.773296719
Rural,Lowest,Burundi,Local Currency,Food and Beverages,1024626.0769373
Rural,Low,Burundi,US$,Food and Beverages,8.334829057
Rural,Low,Burundi,$PPP,Food and Beverages,15.695808604
Rural,Low,Burundi,Local Currency,Food and Beverages,10258.074191951
Rural,All,Burundi,US$,Food and Beverages,840.857877590
Rural,All,Burundi,$PPP,Food and Beverages,1583.469105322
Rural,All,Burundi,Local Currency,Food and Beverages,1034884.15112853
Urban,Higher,Burundi,US$,Food and Beverages,0
Urban,Higher,Burundi,$PPP,Food and Beverages,0
Urban,Higher,Burundi,Local Currency,Food and Beverages,0
Urban,Middle,Burundi,US$,Food and Beverages,3.623227138
Urban,Middle,Burundi,$PPP,Food and Beverages,6.823112903
Urban,Middle,Burundi,Local Currency,Food and Beverages,4459.279553086
Urban,Lowest,Burundi,US$,Food and Beverages,118.566298514
Urban,Lowest,Burundi,$PPP,Food and Beverages,223.279195728
Urban,Lowest,Burundi,Local Currency,Food and Beverages,145925.234763754
Urban,Low,Burundi,US$,Food and Beverages,75.578354080
Urban,Low,Burundi,$PPP,Food and Beverages,142.326059976
Urban,Low,Burundi,Local Currency,Food and Beverages,93017.908127803
Urban,All,Burundi,US$,Food and Beverages,197.767879731
Urban,All,Burundi,$PPP,Food and Beverages,372.428368605
Urban,All,Burundi,Local Currency,Food and Beverages,243402.422443764
National,Higher,Cambodia,US$,Food and Beverages,38.280433844
National,Higher,Cambodia,$PPP,Food and Beverages,75.037337465
National,Higher,Cambodia,Local Currency,Food and Beverages,160200.438359136
National,Middle,Cambodia,US$,Food and Beverages,566.233691692
National,Middle,Cambodia,$PPP,Food and Beverages,1109.931741661
National,Middle,Cambodia,Local Currency,Food and Beverages,2369641.00233655
National,Lowest,Cambodia,US$,Food and Beverages,1874.722488209
National,Lowest,Cambodia,$PPP,Food and Beverages,3674.832541752
National,Lowest,Cambodia,Local Currency,Food and Beverages,7845558.01118646
National,Low,Cambodia,US$,Food and Beverages,1657.873905569
National,Low,Cambodia,$PPP,Food and Beverages,3249.765774202
National,Low,Cambodia,Local Currency,Food and Beverages,6938064.69127133
National,All,Cambodia,US$,Food and Beverages,4137.110519313
National,All,Cambodia,$PPP,Food and Beverages,8109.567395079
National,All,Cambodia,Local Currency,Food and Beverages,17313464.1431525
Rural,Higher,Cambodia,US$,Food and Beverages,0
Rural,Higher,Cambodia,$PPP,Food and Beverages,0
Rural,Higher,Cambodia,Local Currency,Food and Beverages,0
Rural,Middle,Cambodia,US$,Food and Beverages,64.878246338
Rural,Middle,Cambodia,$PPP,Food and Beverages,127.174391086
Rural,Middle,Cambodia,Local Currency,Food and Beverages,271510.076029237
Rural,Lowest,Cambodia,US$,Food and Beverages,1666.205421252
Rural,Lowest,Cambodia,$PPP,Food and Beverages,3266.097218001
Rural,Lowest,Cambodia,Local Currency,Food and Beverages,6972931.39288985
Rural,Low,Cambodia,US$,Food and Beverages,991.348178399
Rural,Low,Cambodia,$PPP,Food and Beverages,1943.241503262
Rural,Low,Cambodia,Local Currency,Food and Beverages,4148709.84469955
Rural,All,Cambodia,US$,Food and Beverages,2722.431845988
Rural,All,Cambodia,$PPP,Food and Beverages,5336.513112349
Rural,All,Cambodia,Local Currency,Food and Beverages,11393151.3136179
Urban,Higher,Cambodia,US$,Food and Beverages,38.280433844
Urban,Higher,Cambodia,$PPP,Food and Beverages,75.037337465
Urban,Higher,Cambodia,Local Currency,Food and Beverages,160200.438359136
Urban,Middle,Cambodia,US$,Food and Beverages,501.355445355
Urban,Middle,Cambodia,$PPP,Food and Beverages,982.757350574
Urban,Middle,Cambodia,Local Currency,Food and Beverages,2098130.92630757
Urban,Lowest,Cambodia,US$,Food and Beverages,208.517066957
Urban,Lowest,Cambodia,$PPP,Food and Beverages,408.735323752
Urban,Lowest,Cambodia,Local Currency,Food and Beverages,872626.618297206
Urban,Low,Cambodia,US$,Food and Beverages,666.525727170
Urban,Low,Cambodia,$PPP,Food and Beverages,1306.524270939
Urban,Low,Cambodia,Local Currency,Food and Beverages,2789354.84657225
Urban,All,Cambodia,US$,Food and Beverages,1414.678673325
Urban,All,Cambodia,$PPP,Food and Beverages,2773.054282730
Urban,All,Cambodia,Local Currency,Food and Beverages,5920312.82953502
National,Higher,Cameroon,US$,Food and Beverages,10.015989071
National,Higher,Cameroon,$PPP,Food and Beverages,16.127863905
National,Higher,Cameroon,Local Currency,Food and Beverages,4960.689019221
National,Middle,Cameroon,US$,Food and Beverages,248.122501775
National,Middle,Cameroon,$PPP,Food and Beverages,399.529783024
National,Middle,Cameroon,Local Currency,Food and Beverages,122889.368311513
National,Lowest,Cameroon,US$,Food and Beverages,2350.921799141
National,Lowest,Cameroon,$PPP,Food and Beverages,3785.482048583
National,Lowest,Cameroon,Local Currency,Food and Beverages,1164357.49591333
National,Low,Cameroon,US$,Food and Beverages,1511.784654223
National,Low,Cameroon,$PPP,Food and Beverages,2434.293506477
National,Low,Cameroon,Local Currency,Food and Beverages,748752.168189692
National,All,Cameroon,US$,Food and Beverages,4120.844944209
National,All,Cameroon,$PPP,Food and Beverages,6635.433201986
National,All,Cameroon,Local Currency,Food and Beverages,2040959.72143294
Rural,Higher,Cameroon,US$,Food and Beverages,0
Rural,Higher,Cameroon,$PPP,Food and Beverages,0
Rural,Higher,Cameroon,Local Currency,Food and Beverages,0
Rural,Middle,Cameroon,US$,Food and Beverages,9.340241286
Rural,Middle,Cameroon,$PPP,Food and Beverages,15.039766840
Rural,Middle,Cameroon,Local Currency,Food and Beverages,4626.006683410
Rural,Lowest,Cameroon,US$,Food and Beverages,1031.537596476
Rural,Lowest,Cameroon,$PPP,Food and Beverages,1660.994021717
Rural,Lowest,Cameroon,Local Currency,Food and Beverages,510896.84616985
Rural,Low,Cameroon,US$,Food and Beverages,81.954070873
Rural,Low,Cameroon,$PPP,Food and Beverages,131.963412909
Rural,Low,Cameroon,Local Currency,Food and Beverages,40589.966359719
Rural,All,Cameroon,US$,Food and Beverages,1122.831908633
Rural,All,Cameroon,$PPP,Food and Beverages,1807.997201463
Rural,All,Cameroon,Local Currency,Food and Beverages,556112.819212092
Urban,Higher,Cameroon,US$,Food and Beverages,10.015989071
Urban,Higher,Cameroon,$PPP,Food and Beverages,16.127863905
