Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Urban,Higher,Lesotho,$PPP,Food and Beverages,14.208025331
Urban,Higher,Lesotho,Local Currency,Food and Beverages,61.392877455
Urban,Middle,Lesotho,US$,Food and Beverages,59.284369876
Urban,Middle,Lesotho,$PPP,Food and Beverages,100.444543361
Urban,Middle,Lesotho,Local Currency,Food and Beverages,434.020871864
Urban,Lowest,Lesotho,US$,Food and Beverages,43.153097316
Urban,Lowest,Lesotho,$PPP,Food and Beverages,73.113590709
Urban,Lowest,Lesotho,Local Currency,Food and Beverages,315.923825452
Urban,Low,Lesotho,US$,Food and Beverages,93.673851875
Urban,Low,Lesotho,$PPP,Food and Beverages,158.710083217
Urban,Low,Lesotho,Local Currency,Food and Beverages,685.786269580
Urban,All,Lesotho,US$,Food and Beverages,204.497178462
Urban,All,Lesotho,$PPP,Food and Beverages,346.476242426
Urban,All,Lesotho,Local Currency,Food and Beverages,1497.123843523
National,Higher,Liberia,US$,Food and Beverages,0
National,Higher,Liberia,$PPP,Food and Beverages,0
National,Higher,Liberia,Local Currency,Food and Beverages,0
National,Middle,Liberia,US$,Food and Beverages,28.060876966
National,Middle,Liberia,$PPP,Food and Beverages,47.342535750
National,Middle,Liberia,Local Currency,Food and Beverages,2003.630798007
National,Lowest,Liberia,US$,Food and Beverages,733.423817183
National,Lowest,Liberia,$PPP,Food and Beverages,1237.386248720
National,Lowest,Liberia,Local Currency,Food and Beverages,52368.660818338
National,Low,Liberia,US$,Food and Beverages,249.639306917
National,Low,Liberia,$PPP,Food and Beverages,421.175639899
National,Low,Liberia,Local Currency,Food and Beverages,17824.995431813
National,All,Liberia,US$,Food and Beverages,1011.124001055
National,All,Liberia,$PPP,Food and Beverages,1705.904424350
National,All,Liberia,Local Currency,Food and Beverages,72197.287047343
Rural,Higher,Liberia,US$,Food and Beverages,0
Rural,Higher,Liberia,$PPP,Food and Beverages,0
Rural,Higher,Liberia,Local Currency,Food and Beverages,0
Rural,Middle,Liberia,US$,Food and Beverages,0.587698291
Rural,Middle,Liberia,$PPP,Food and Beverages,0.991527363
Rural,Middle,Liberia,Local Currency,Food and Beverages,41.963421065
Rural,Lowest,Liberia,US$,Food and Beverages,405.054321508
Rural,Lowest,Liberia,$PPP,Food and Beverages,683.382016886
Rural,Lowest,Liberia,Local Currency,Food and Beverages,28922.093718653
Rural,Low,Liberia,US$,Food and Beverages,59.320227030
Rural,Low,Liberia,$PPP,Food and Beverages,100.081332891
Rural,Low,Liberia,Local Currency,Food and Beverages,4235.642170616
Rural,All,Liberia,US$,Food and Beverages,464.962246817
Rural,All,Liberia,$PPP,Food and Beverages,784.454877120
Rural,All,Liberia,Local Currency,Food and Beverages,33199.699309476
Urban,Higher,Liberia,US$,Food and Beverages,0
Urban,Higher,Liberia,$PPP,Food and Beverages,0
Urban,Higher,Liberia,Local Currency,Food and Beverages,0
Urban,Middle,Liberia,US$,Food and Beverages,27.473178678
Urban,Middle,Liberia,$PPP,Food and Beverages,46.351008391
Urban,Middle,Liberia,Local Currency,Food and Beverages,1961.667377133
Urban,Lowest,Liberia,US$,Food and Beverages,328.369495684
Urban,Lowest,Liberia,$PPP,Food and Beverages,554.004231849
Urban,Lowest,Liberia,Local Currency,Food and Beverages,23446.567100317
Urban,Low,Liberia,US$,Food and Beverages,190.319079896
Urban,Low,Liberia,$PPP,Food and Beverages,321.094307023
Urban,Low,Liberia,Local Currency,Food and Beverages,13589.353261822
Urban,All,Liberia,US$,Food and Beverages,546.161754247
Urban,All,Liberia,$PPP,Food and Beverages,921.449547245
Urban,All,Liberia,Local Currency,Food and Beverages,38997.587738488
National,Higher,Lithuania,US$,Food and Beverages,466.393750461
National,Higher,Lithuania,$PPP,Food and Beverages,662.716528736
National,Higher,Lithuania,Local Currency,Food and Beverages,1215.422113702
National,Middle,Lithuania,US$,Food and Beverages,2626.074851584
National,Middle,Lithuania,$PPP,Food and Beverages,3731.489129350
National,Middle,Lithuania,Local Currency,Food and Beverages,6843.551063229
National,Lowest,Lithuania,US$,Food and Beverages,36.241247687
National,Lowest,Lithuania,$PPP,Food and Beverages,51.496560236
National,Lowest,Lithuania,Local Currency,Food and Beverages,94.444691472
National,Low,Lithuania,US$,Food and Beverages,1242.512250504
National,Low,Lithuania,$PPP,Food and Beverages,1765.532674380
National,Low,Lithuania,Local Currency,Food and Beverages,3237.986924813
National,All,Lithuania,US$,Food and Beverages,4371.222099684
National,All,Lithuania,$PPP,Food and Beverages,6211.234891917
National,All,Lithuania,Local Currency,Food and Beverages,11391.404791776
Rural,Higher,Lithuania,US$,Food and Beverages,97.250673325
Rural,Higher,Lithuania,$PPP,Food and Beverages,138.187161769
Rural,Higher,Lithuania,Local Currency,Food and Beverages,253.435254685
Rural,Middle,Lithuania,US$,Food and Beverages,708.146229026
Rural,Middle,Lithuania,$PPP,Food and Beverages,1006.231773633
Rural,Middle,Lithuania,Local Currency,Food and Beverages,1845.429072843
Rural,Lowest,Lithuania,US$,Food and Beverages,22.668633757
Rural,Lowest,Lithuania,$PPP,Food and Beverages,32.210719504
Rural,Lowest,Lithuania,Local Currency,Food and Beverages,59.074459571
Rural,Low,Lithuania,US$,Food and Beverages,527.461810705
Rural,Low,Lithuania,$PPP,Food and Beverages,749.490446400
Rural,Low,Lithuania,Local Currency,Food and Beverages,1374.565478697
Rural,All,Lithuania,US$,Food and Beverages,1355.527346222
Rural,All,Lithuania,$PPP,Food and Beverages,1926.120100465
Rural,All,Lithuania,Local Currency,Food and Beverages,3532.504264254
Urban,Higher,Lithuania,US$,Food and Beverages,369.143077238
Urban,Higher,Lithuania,$PPP,Food and Beverages,524.529367112
Urban,Higher,Lithuania,Local Currency,Food and Beverages,961.986859283
Urban,Middle,Lithuania,US$,Food and Beverages,1917.928622728
Urban,Middle,Lithuania,$PPP,Food and Beverages,2725.257355960
Urban,Middle,Lithuania,Local Currency,Food and Beverages,4998.121990830
Urban,Lowest,Lithuania,US$,Food and Beverages,13.572614167
Urban,Lowest,Lithuania,$PPP,Food and Beverages,19.285841068
Urban,Lowest,Lithuania,Local Currency,Food and Beverages,35.370232518
Urban,Low,Lithuania,US$,Food and Beverages,715.050440005
Urban,Low,Lithuania,$PPP,Food and Beverages,1016.042228274
Urban,Low,Lithuania,Local Currency,Food and Beverages,1863.421446654
Urban,All,Lithuania,US$,Food and Beverages,3015.694753636
Urban,All,Lithuania,$PPP,Food and Beverages,4285.114791698
Urban,All,Lithuania,Local Currency,Food and Beverages,7858.900527974
National,Higher,"Macedonia, FYR",US$,Food and Beverages,478.504720330
National,Higher,"Macedonia, FYR",$PPP,Food and Beverages,996.563258268
National,Higher,"Macedonia, FYR",Local Currency,Food and Beverages,22243.291924533
National,Middle,"Macedonia, FYR",US$,Food and Beverages,1494.131715729
National,Middle,"Macedonia, FYR",$PPP,Food and Beverages,3111.770286993
National,Middle,"Macedonia, FYR",Local Currency,Food and Beverages,69454.712805673
National,Lowest,"Macedonia, FYR",US$,Food and Beverages,23.800110686
National,Lowest,"Macedonia, FYR",$PPP,Food and Beverages,49.567569231
National,Lowest,"Macedonia, FYR",Local Currency,Food and Beverages,1106.348145237
National,Low,"Macedonia, FYR",US$,Food and Beverages,582.443754248
National,Low,"Macedonia, FYR",$PPP,Food and Beverages,1213.033060762
National,Low,"Macedonia, FYR",Local Currency,Food and Beverages,27074.897916205
National,All,"Macedonia, FYR",US$,Food and Beverages,2578.880300952
National,All,"Macedonia, FYR",$PPP,Food and Beverages,5370.934175169
National,All,"Macedonia, FYR",Local Currency,Food and Beverages,119879.250789771
Rural,Higher,"Macedonia, FYR",US$,Food and Beverages,147.564324421
Rural,Higher,"Macedonia, FYR",$PPP,Food and Beverages,307.326506304
Rural,Higher,"Macedonia, FYR",Local Currency,Food and Beverages,6859.527620708
Rural,Middle,"Macedonia, FYR",US$,Food and Beverages,640.938339449
Rural,Middle,"Macedonia, FYR",$PPP,Food and Beverages,1334.857469054
Rural,Middle,"Macedonia, FYR",Local Currency,Food and Beverages,29794.018709285
Rural,Lowest,"Macedonia, FYR",US$,Food and Beverages,7.482958611
Rural,Lowest,"Macedonia, FYR",$PPP,Food and Beverages,15.584468235
Rural,Lowest,"Macedonia, FYR",Local Currency,Food and Beverages,347.845331013
Rural,Low,"Macedonia, FYR",US$,Food and Beverages,249.000758838
Rural,Low,"Macedonia, FYR",$PPP,Food and Beverages,518.584241692
Rural,Low,"Macedonia, FYR",Local Currency,Food and Beverages,11574.800274562
Rural,All,"Macedonia, FYR",US$,Food and Beverages,1044.986381278
Rural,All,"Macedonia, FYR",$PPP,Food and Beverages,2176.352685201
Rural,All,"Macedonia, FYR",Local Currency,Food and Beverages,48576.191933689
Urban,Higher,"Macedonia, FYR",US$,Food and Beverages,330.940395917
Urban,Higher,"Macedonia, FYR",$PPP,Food and Beverages,689.236751980
Urban,Higher,"Macedonia, FYR",Local Currency,Food and Beverages,15383.764304196
Urban,Middle,"Macedonia, FYR",US$,Food and Beverages,853.193376292
Urban,Middle,"Macedonia, FYR",$PPP,Food and Beverages,1776.912817963
Urban,Middle,"Macedonia, FYR",Local Currency,Food and Beverages,39660.694096925
Urban,Lowest,"Macedonia, FYR",US$,Food and Beverages,16.317152093
Urban,Lowest,"Macedonia, FYR",$PPP,Food and Beverages,33.983101032
Urban,Lowest,"Macedonia, FYR",Local Currency,Food and Beverages,758.502815041
Urban,Low,"Macedonia, FYR",US$,Food and Beverages,333.442995425
Urban,Low,"Macedonia, FYR",$PPP,Food and Beverages,694.448819100
Urban,Low,"Macedonia, FYR",Local Currency,Food and Beverages,15500.097642318
Urban,All,"Macedonia, FYR",US$,Food and Beverages,1533.893919686
Urban,All,"Macedonia, FYR",$PPP,Food and Beverages,3194.581489991
Urban,All,"Macedonia, FYR",Local Currency,Food and Beverages,71303.058856606
National,Higher,Madagascar,US$,Food and Beverages,11.056321511
National,Higher,Madagascar,$PPP,Food and Beverages,21.473418514
National,Higher,Madagascar,Local Currency,Food and Beverages,23107.159141651
National,Middle,Madagascar,US$,Food and Beverages,16.778596420
National,Middle,Madagascar,$PPP,Food and Beverages,32.587133312
National,Middle,Madagascar,Local Currency,Food and Beverages,35066.427588138
National,Lowest,Madagascar,US$,Food and Beverages,1776.371856754
National,Lowest,Madagascar,$PPP,Food and Beverages,3450.042247732
National,Lowest,Madagascar,Local Currency,Food and Beverages,3712528.36202375
National,Low,Madagascar,US$,Food and Beverages,128.684159569
National,Low,Madagascar,$PPP,Food and Beverages,249.928406285
National,Low,Madagascar,Local Currency,Food and Beverages,268943.459292235
National,All,Madagascar,US$,Food and Beverages,1932.890934254
National,All,Madagascar,$PPP,Food and Beverages,3754.031205841
National,All,Madagascar,Local Currency,Food and Beverages,4039645.4080434
Rural,Higher,Madagascar,US$,Food and Beverages,11.056321511
Rural,Higher,Madagascar,$PPP,Food and Beverages,21.473418514
Rural,Higher,Madagascar,Local Currency,Food and Beverages,23107.159141651
Rural,Middle,Madagascar,US$,Food and Beverages,2.273175799
Rural,Middle,Madagascar,$PPP,Food and Beverages,4.414927266
Rural,Middle,Madagascar,Local Currency,Food and Beverages,4750.823761723
Rural,Lowest,Madagascar,US$,Food and Beverages,1016.260637595
Rural,Lowest,Madagascar,$PPP,Food and Beverages,1973.765865000
Rural,Lowest,Madagascar,Local Currency,Food and Beverages,2123933.91954095
Rural,Low,Madagascar,US$,Food and Beverages,12.553499756
Rural,Low,Madagascar,$PPP,Food and Beverages,24.381215201
Rural,Low,Madagascar,Local Currency,Food and Beverages,26236.186815418
Rural,All,Madagascar,US$,Food and Beverages,1042.143634660
Rural,All,Madagascar,$PPP,Food and Beverages,2024.035425978
Rural,All,Madagascar,Local Currency,Food and Beverages,2178028.08925728
Urban,Higher,Madagascar,US$,Food and Beverages,0
Urban,Higher,Madagascar,$PPP,Food and Beverages,0
Urban,Higher,Madagascar,Local Currency,Food and Beverages,0
Urban,Middle,Madagascar,US$,Food and Beverages,14.505420621
Urban,Middle,Madagascar,$PPP,Food and Beverages,28.172206047
Urban,Middle,Madagascar,Local Currency,Food and Beverages,30315.603827386
Urban,Lowest,Madagascar,US$,Food and Beverages,760.111219160
Urban,Lowest,Madagascar,$PPP,Food and Beverages,1476.276382732
Urban,Lowest,Madagascar,Local Currency,Food and Beverages,1588594.44248343
Urban,Low,Madagascar,US$,Food and Beverages,116.130659814
Urban,Low,Madagascar,$PPP,Food and Beverages,225.547191085
Urban,Low,Madagascar,Local Currency,Food and Beverages,242707.272477302
Urban,All,Madagascar,US$,Food and Beverages,890.747299594
Urban,All,Madagascar,$PPP,Food and Beverages,1729.995779863
Urban,All,Madagascar,Local Currency,Food and Beverages,1861617.31878674
National,Higher,Malawi,US$,Food and Beverages,19.354680355
National,Higher,Malawi,$PPP,Food and Beverages,36.677426366
National,Higher,Malawi,Local Currency,Food and Beverages,2912.627782616
National,Middle,Malawi,US$,Food and Beverages,147.129870966
National,Middle,Malawi,$PPP,Food and Beverages,278.813439934
National,Middle,Malawi,Local Currency,Food and Beverages,22141.132892005
National,Lowest,Malawi,US$,Food and Beverages,2303.471831564
National,Lowest,Malawi,$PPP,Food and Beverages,4365.115669126
National,Lowest,Malawi,Local Currency,Food and Beverages,346642.565516643
National,Low,Malawi,US$,Food and Beverages,603.256948498
National,Low,Malawi,$PPP,Food and Beverages,1143.181489052
National,Low,Malawi,Local Currency,Food and Beverages,90782.328408634
National,All,Malawi,US$,Food and Beverages,3073.213331375
National,All,Malawi,$PPP,Food and Beverages,5823.788024462
National,All,Malawi,Local Currency,Food and Beverages,462478.654598583
Rural,Higher,Malawi,US$,Food and Beverages,2.763958855
Rural,Higher,Malawi,$PPP,Food and Beverages,5.237745885
Rural,Higher,Malawi,Local Currency,Food and Beverages,415.939876201
Rural,Middle,Malawi,US$,Food and Beverages,17.145012237
Rural,Middle,Malawi,$PPP,Food and Beverages,32.490070223
Rural,Middle,Malawi,Local Currency,Food and Beverages,2580.101456546
Rural,Lowest,Malawi,US$,Food and Beverages,1997.002353669
Rural,Lowest,Malawi,$PPP,Food and Beverages,3784.351145880
Rural,Lowest,Malawi,Local Currency,Food and Beverages,300522.893196585
Rural,Low,Malawi,US$,Food and Beverages,278.624370777
Rural,Low,Malawi,$PPP,Food and Beverages,527.997603449
Rural,Low,Malawi,Local Currency,Food and Beverages,41929.345685086
Rural,All,Malawi,US$,Food and Beverages,2295.535695524
Rural,All,Malawi,$PPP,Food and Beverages,4350.076565410
Rural,All,Malawi,Local Currency,Food and Beverages,345448.280212331
Urban,Higher,Malawi,US$,Food and Beverages,16.590721507
Urban,Higher,Malawi,$PPP,Food and Beverages,31.439680494
Urban,Higher,Malawi,Local Currency,Food and Beverages,2496.687907368
Urban,Middle,Malawi,US$,Food and Beverages,129.984858731
Urban,Middle,Malawi,$PPP,Food and Beverages,246.323369716
Urban,Middle,Malawi,Local Currency,Food and Beverages,19561.031435911
Urban,Lowest,Malawi,US$,Food and Beverages,306.469477900
Urban,Lowest,Malawi,$PPP,Food and Beverages,580.764523254
Urban,Lowest,Malawi,Local Currency,Food and Beverages,46119.672320670
Urban,Low,Malawi,US$,Food and Beverages,324.632577725
Urban,Low,Malawi,$PPP,Food and Beverages,615.183885611
Urban,Low,Malawi,Local Currency,Food and Beverages,48852.982724121
Urban,All,Malawi,US$,Food and Beverages,777.677635854
Urban,All,Malawi,$PPP,Food and Beverages,1473.711459059
Urban,All,Malawi,Local Currency,Food and Beverages,117030.374386814
National,Higher,Maldives,US$,Food and Beverages,1.145782707
National,Higher,Maldives,$PPP,Food and Beverages,1.216491261
National,Higher,Maldives,Local Currency,Food and Beverages,14.666018646
National,Middle,Maldives,US$,Food and Beverages,24.580359318
National,Middle,Maldives,$PPP,Food and Beverages,26.097262713
National,Middle,Maldives,Local Currency,Food and Beverages,314.628599267
National,Lowest,Maldives,US$,Food and Beverages,34.609264744
National,Lowest,Maldives,$PPP,Food and Beverages,36.745072058
National,Lowest,Maldives,Local Currency,Food and Beverages,442.998588728
National,Low,Maldives,US$,Food and Beverages,85.807048339
National,Low,Maldives,$PPP,Food and Beverages,91.102373817
National,Low,Maldives,Local Currency,Food and Beverages,1098.330218736
National,All,Maldives,US$,Food and Beverages,146.142455055
National,All,Maldives,$PPP,Food and Beverages,155.161199793
National,All,Maldives,Local Currency,Food and Beverages,1870.623424702
Rural,Higher,Maldives,US$,Food and Beverages,0
Rural,Higher,Maldives,$PPP,Food and Beverages,0
Rural,Higher,Maldives,Local Currency,Food and Beverages,0
Rural,Middle,Maldives,US$,Food and Beverages,7.416090149
Rural,Middle,Maldives,$PPP,Food and Beverages,7.873751983
Rural,Middle,Maldives,Local Currency,Food and Beverages,94.925953913
Rural,Lowest,Maldives,US$,Food and Beverages,25.268432683
Rural,Lowest,Maldives,$PPP,Food and Beverages,26.827798469
Rural,Lowest,Maldives,Local Currency,Food and Beverages,323.435938348
Rural,Low,Maldives,US$,Food and Beverages,47.310904277
Rural,Low,Maldives,$PPP,Food and Beverages,50.230555304
Rural,Low,Maldives,Local Currency,Food and Beverages,605.579574746
Rural,All,Maldives,US$,Food and Beverages,79.995427066
Rural,All,Maldives,$PPP,Food and Beverages,84.932105711
Rural,All,Maldives,Local Currency,Food and Beverages,1023.941466449
Urban,Higher,Maldives,US$,Food and Beverages,1.145782707
Urban,Higher,Maldives,$PPP,Food and Beverages,1.216491261
Urban,Higher,Maldives,Local Currency,Food and Beverages,14.666018646
Urban,Middle,Maldives,US$,Food and Beverages,17.164269182
Urban,Middle,Maldives,$PPP,Food and Beverages,18.223510744
Urban,Middle,Maldives,Local Currency,Food and Beverages,219.702645529
Urban,Lowest,Maldives,US$,Food and Beverages,9.340832091
Urban,Lowest,Maldives,$PPP,Food and Beverages,9.917273620
Urban,Lowest,Maldives,Local Currency,Food and Beverages,119.562650764
Urban,Low,Maldives,US$,Food and Beverages,38.496144083
Urban,Low,Maldives,$PPP,Food and Beverages,40.871818535
Urban,Low,Maldives,Local Currency,Food and Beverages,492.750644264
Urban,All,Maldives,US$,Food and Beverages,66.147028009
Urban,All,Maldives,$PPP,Food and Beverages,70.229094104
Urban,All,Maldives,Local Currency,Food and Beverages,846.681958517
National,Higher,Mali,US$,Food and Beverages,0.558790034
National,Higher,Mali,$PPP,Food and Beverages,0.918283159
National,Higher,Mali,Local Currency,Food and Beverages,276.755851459
National,Middle,Mali,US$,Food and Beverages,52.888531131
National,Middle,Mali,$PPP,Food and Beverages,86.913947101
National,Middle,Mali,Local Currency,Food and Beverages,26194.473033177
National,Lowest,Mali,US$,Food and Beverages,2354.948451983
National,Lowest,Mali,$PPP,Food and Beverages,3869.985813623
National,Lowest,Mali,Local Currency,Food and Beverages,1166351.80445293
National,Low,Mali,US$,Food and Beverages,590.477667393
National,Low,Mali,$PPP,Food and Beverages,970.356779635
National,Low,Mali,Local Currency,Food and Beverages,292450.007673543
National,All,Mali,US$,Food and Beverages,2998.873440540
National,All,Mali,$PPP,Food and Beverages,4928.174823515
National,All,Mali,Local Currency,Food and Beverages,1485273.04101034
Rural,Higher,Mali,US$,Food and Beverages,0
Rural,Higher,Mali,$PPP,Food and Beverages,0
Rural,Higher,Mali,Local Currency,Food and Beverages,0
Rural,Middle,Mali,US$,Food and Beverages,0
Rural,Middle,Mali,$PPP,Food and Beverages,0
Rural,Middle,Mali,Local Currency,Food and Beverages,0
Rural,Lowest,Mali,US$,Food and Beverages,1546.810903873
Rural,Lowest,Mali,$PPP,Food and Beverages,2541.939399695
Rural,Lowest,Mali,Local Currency,Food and Beverages,766099.864037566
Rural,Low,Mali,US$,Food and Beverages,49.858377973
Rural,Low,Mali,$PPP,Food and Beverages,81.934369001
Rural,Low,Mali,Local Currency,Food and Beverages,24693.707867123
Rural,All,Mali,US$,Food and Beverages,1596.669281845
Rural,All,Mali,$PPP,Food and Beverages,2623.873768695
Rural,All,Mali,Local Currency,Food and Beverages,790793.571904287
Urban,Higher,Mali,US$,Food and Beverages,0.558790034
Urban,Higher,Mali,$PPP,Food and Beverages,0.918283159
Urban,Higher,Mali,Local Currency,Food and Beverages,276.755851459
Urban,Middle,Mali,US$,Food and Beverages,52.888531131
Urban,Middle,Mali,$PPP,Food and Beverages,86.913947101
Urban,Middle,Mali,Local Currency,Food and Beverages,26194.473033177
Urban,Lowest,Mali,US$,Food and Beverages,808.137548111
Urban,Lowest,Mali,$PPP,Food and Beverages,1328.046413930
Urban,Lowest,Mali,Local Currency,Food and Beverages,400251.940415926
Urban,Low,Mali,US$,Food and Beverages,540.619289421
Urban,Low,Mali,$PPP,Food and Beverages,888.422410635
Urban,Low,Mali,Local Currency,Food and Beverages,267756.29980681
Urban,All,Mali,US$,Food and Beverages,1402.204158696
Urban,All,Mali,$PPP,Food and Beverages,2304.301054822
Urban,All,Mali,Local Currency,Food and Beverages,694479.469106587
National,Higher,Mauritania,US$,Food and Beverages,13.733947605
National,Higher,Mauritania,$PPP,Food and Beverages,25.334058145
National,Higher,Mauritania,Local Currency,Food and Beverages,3789.113740548
National,Middle,Mauritania,US$,Food and Beverages,182.850132000
National,Middle,Mauritania,$PPP,Food and Beverages,337.290923860
National,Middle,Mauritania,Local Currency,Food and Beverages,50447.254318111
National,Lowest,Mauritania,US$,Food and Beverages,541.673884249
National,Lowest,Mauritania,$PPP,Food and Beverages,999.188148516
National,Lowest,Mauritania,Local Currency,Food and Beverages,149444.574620968
National,Low,Mauritania,US$,Food and Beverages,750.689191712
National,Low,Mauritania,$PPP,Food and Beverages,1384.744152136
National,Low,Mauritania,Local Currency,Food and Beverages,207110.643858309
National,All,Mauritania,US$,Food and Beverages,1488.947155562
National,All,Mauritania,$PPP,Food and Beverages,2746.557282648
National,All,Mauritania,Local Currency,Food and Beverages,410791.586536532
Rural,Higher,Mauritania,US$,Food and Beverages,0.432417298
Rural,Higher,Mauritania,$PPP,Food and Beverages,0.797650120
Rural,Higher,Mauritania,Local Currency,Food and Beverages,119.301337896
Rural,Middle,Mauritania,US$,Food and Beverages,27.683965536
Rural,Middle,Mauritania,$PPP,Food and Beverages,51.066686197
Rural,Middle,Mauritania,Local Currency,Food and Beverages,7637.83998771
Rural,Lowest,Mauritania,US$,Food and Beverages,401.959891935
Rural,Lowest,Mauritania,$PPP,Food and Beverages,741.467462027
Rural,Lowest,Mauritania,Local Currency,Food and Beverages,110898.322425516
Rural,Low,Mauritania,US$,Food and Beverages,355.471580377
Rural,Low,Mauritania,$PPP,Food and Beverages,655.713706300
Rural,Low,Mauritania,Local Currency,Food and Beverages,98072.476196528
Rural,All,Mauritania,US$,Food and Beverages,785.547855141
Rural,All,Mauritania,$PPP,Food and Beverages,1449.045504635
Rural,All,Mauritania,Local Currency,Food and Beverages,216727.939946244
Urban,Higher,Mauritania,US$,Food and Beverages,13.301530308
Urban,Higher,Mauritania,$PPP,Food and Beverages,24.536408027
Urban,Higher,Mauritania,Local Currency,Food and Beverages,3669.812402899
Urban,Middle,Mauritania,US$,Food and Beverages,155.166166466
Urban,Middle,Mauritania,$PPP,Food and Beverages,286.224237667
Urban,Middle,Mauritania,Local Currency,Food and Beverages,42809.414330853
Urban,Lowest,Mauritania,US$,Food and Beverages,139.713992316
Urban,Lowest,Mauritania,$PPP,Food and Beverages,257.720686493
Urban,Lowest,Mauritania,Local Currency,Food and Beverages,38546.252196059
Urban,Low,Mauritania,US$,Food and Beverages,395.217611338
Urban,Low,Mauritania,$PPP,Food and Beverages,729.030445839
Urban,Low,Mauritania,Local Currency,Food and Beverages,109038.167662382
Urban,All,Mauritania,US$,Food and Beverages,703.399300423
Urban,All,Mauritania,$PPP,Food and Beverages,1297.511778017
Urban,All,Mauritania,Local Currency,Food and Beverages,194063.64659088
National,Higher,Mauritius,US$,Food and Beverages,43.747043530
National,Higher,Mauritius,$PPP,Food and Beverages,61.818177095
National,Higher,Mauritius,Local Currency,Food and Beverages,1346.708988018
National,Middle,Mauritius,US$,Food and Beverages,271.161209065
National,Middle,Mauritius,$PPP,Food and Beverages,383.173131047
National,Middle,Mauritius,Local Currency,Food and Beverages,8347.426659848
National,Lowest,Mauritius,US$,Food and Beverages,120.648431235
National,Lowest,Mauritius,$PPP,Food and Beverages,170.486174301
National,Lowest,Mauritius,Local Currency,Food and Beverages,3714.041307150
National,Low,Mauritius,US$,Food and Beverages,515.523036757
National,Low,Mauritius,$PPP,Food and Beverages,728.476528048
National,Low,Mauritius,Local Currency,Food and Beverages,15869.861163535
National,All,Mauritius,US$,Food and Beverages,951.079720548
National,All,Mauritius,$PPP,Food and Beverages,1343.954010435
National,All,Mauritius,Local Currency,Food and Beverages,29278.038117336
Rural,Higher,Mauritius,US$,Food and Beverages,8.743216484
Rural,Higher,Mauritius,$PPP,Food and Beverages,12.354885300
Rural,Higher,Mauritius,Local Currency,Food and Beverages,269.151176251
Rural,Middle,Mauritius,US$,Food and Beverages,107.516768220
Rural,Middle,Mauritius,$PPP,Food and Beverages,151.930052462
Rural,Middle,Mauritius,Local Currency,Food and Beverages,3309.796192875
Rural,Lowest,Mauritius,US$,Food and Beverages,101.030426193
Rural,Lowest,Mauritius,$PPP,Food and Beverages,142.764316728
Rural,Lowest,Mauritius,Local Currency,Food and Beverages,3110.120639924
Rural,Low,Mauritius,US$,Food and Beverages,275.021593753
Rural,Low,Mauritius,$PPP,Food and Beverages,388.628172692
Rural,Low,Mauritius,Local Currency,Food and Beverages,8466.264742091
Rural,All,Mauritius,US$,Food and Beverages,492.312004608
Rural,All,Mauritius,$PPP,Food and Beverages,695.677427122
Rural,All,Mauritius,Local Currency,Food and Beverages,15155.332749850
Urban,Higher,Mauritius,US$,Food and Beverages,35.003827054
Urban,Higher,Mauritius,$PPP,Food and Beverages,49.463291807
Urban,Higher,Mauritius,Local Currency,Food and Beverages,1077.557812026
Urban,Middle,Mauritius,US$,Food and Beverages,163.644440857
Urban,Middle,Mauritius,$PPP,Food and Beverages,231.243078602
Urban,Middle,Mauritius,Local Currency,Food and Beverages,5037.630467349
Urban,Lowest,Mauritius,US$,Food and Beverages,19.618005061
Urban,Lowest,Mauritius,$PPP,Food and Beverages,27.721857599
Urban,Lowest,Mauritius,Local Currency,Food and Beverages,603.920667798
Urban,Low,Mauritius,US$,Food and Beverages,240.501443020
Urban,Low,Mauritius,$PPP,Food and Beverages,339.848355379
Urban,Low,Mauritius,Local Currency,Food and Beverages,7403.596421928
Urban,All,Mauritius,US$,Food and Beverages,458.767715954
Urban,All,Mauritius,$PPP,Food and Beverages,648.276583333
Urban,All,Mauritius,Local Currency,Food and Beverages,14122.705367919
National,Higher,Mexico,US$,Food and Beverages,4793.637734116
National,Higher,Mexico,$PPP,Food and Beverages,6767.110536061
National,Higher,Mexico,Local Currency,Food and Beverages,60572.406408286
National,Middle,Mexico,US$,Food and Beverages,15472.977435515
National,Middle,Mexico,$PPP,Food and Beverages,21842.983228149
National,Middle,Mexico,Local Currency,Food and Beverages,195516.542875162
National,Lowest,Mexico,US$,Food and Beverages,6209.991143527
National,Lowest,Mexico,$PPP,Food and Beverages,8766.556595867
National,Lowest,Mexico,Local Currency,Food and Beverages,78469.448089603
National,Low,Mexico,US$,Food and Beverages,22368.271225259
National,Low,Mexico,$PPP,Food and Beverages,31576.971869330
National,Low,Mexico,Local Currency,Food and Beverages,282645.475202374
National,All,Mexico,US$,Food and Beverages,48844.877538360
National,All,Mexico,$PPP,Food and Beverages,68953.622229329
National,All,Mexico,Local Currency,Food and Beverages,617203.87257472
Rural,Higher,Mexico,US$,Food and Beverages,93.853462288
Rural,Higher,Mexico,$PPP,Food and Beverages,132.491604231
Rural,Higher,Mexico,Local Currency,Food and Beverages,1185.932349468
Rural,Middle,Mexico,US$,Food and Beverages,801.430939045
Rural,Middle,Mexico,$PPP,Food and Beverages,1131.368712521
